gene_id	TPM	file_accession
ENSG00000047315	6.75	ENCFF408GFZ
ENSG00000047346	12.63	ENCFF408GFZ
ENSG00000047365	3.75	ENCFF408GFZ
ENSG00000047410	4.58	ENCFF408GFZ
ENSG00000047457	1.63	ENCFF408GFZ
ENSG00000047578	0.96	ENCFF408GFZ
ENSG00000047617	1.87	ENCFF408GFZ
ENSG00000047621	2.04	ENCFF408GFZ
ENSG00000047634	1.32	ENCFF408GFZ
ENSG00000047644	0.73	ENCFF408GFZ
ENSG00000047648	1.54	ENCFF408GFZ
ENSG00000047849	9.15	ENCFF408GFZ
ENSG00000047932	1.56	ENCFF408GFZ
ENSG00000048028	0.92	ENCFF408GFZ
ENSG00000048052	1.21	ENCFF408GFZ
ENSG00000048162	1.27	ENCFF408GFZ
ENSG00000048342	1.57	ENCFF408GFZ
ENSG00000048392	1.82	ENCFF408GFZ
ENSG00000048405	3.56	ENCFF408GFZ
ENSG00000048471	3.23	ENCFF408GFZ
ENSG00000048540	9.05	ENCFF408GFZ
ENSG00000048544	2.06	ENCFF408GFZ
ENSG00000048649	2.63	ENCFF408GFZ
ENSG00000048707	6.0	ENCFF408GFZ
ENSG00000048740	7.85	ENCFF408GFZ
ENSG00000048828	6.22	ENCFF408GFZ
ENSG00000048991	1.41	ENCFF408GFZ
ENSG00000049130	1.56	ENCFF408GFZ
ENSG00000049167	0.69	ENCFF408GFZ
ENSG00000049239	3.05	ENCFF408GFZ
ENSG00000049245	12.6	ENCFF408GFZ
ENSG00000049246	1.28	ENCFF408GFZ
ENSG00000049323	0.84	ENCFF408GFZ
ENSG00000049449	4.12	ENCFF408GFZ
ENSG00000049540	4.83	ENCFF408GFZ
ENSG00000049541	0.62	ENCFF408GFZ
ENSG00000049618	2.27	ENCFF408GFZ
ENSG00000049656	8.12	ENCFF408GFZ
ENSG00000049759	3.38	ENCFF408GFZ
ENSG00000049860	9.39	ENCFF408GFZ
ENSG00000049883	0.62	ENCFF408GFZ
ENSG00000050130	4.46	ENCFF408GFZ
ENSG00000050165	1.35	ENCFF408GFZ
ENSG00000050393	1.14	ENCFF408GFZ
ENSG00000050405	11.93	ENCFF408GFZ
ENSG00000050426	4.59	ENCFF408GFZ
ENSG00000050628	15.78	ENCFF408GFZ
ENSG00000050748	2.14	ENCFF408GFZ
ENSG00000050820	0.91	ENCFF408GFZ
ENSG00000051009	1.18	ENCFF408GFZ
ENSG00000051108	11.79	ENCFF408GFZ
ENSG00000051382	2.29	ENCFF408GFZ
ENSG00000051523	7.49	ENCFF408GFZ
ENSG00000051596	0.9	ENCFF408GFZ
ENSG00000051620	9.34	ENCFF408GFZ
ENSG00000051825	2.37	ENCFF408GFZ
ENSG00000052126	1.38	ENCFF408GFZ
ENSG00000052723	2.19	ENCFF408GFZ
ENSG00000052749	0.9	ENCFF408GFZ
ENSG00000052795	3.95	ENCFF408GFZ
ENSG00000052802	1.41	ENCFF408GFZ
ENSG00000052841	6.5	ENCFF408GFZ
ENSG00000053254	9.41	ENCFF408GFZ
ENSG00000053371	1.58	ENCFF408GFZ
ENSG00000053372	0.82	ENCFF408GFZ
ENSG00000053438	0.74	ENCFF408GFZ
ENSG00000053501	1.26	ENCFF408GFZ
ENSG00000053747	2.07	ENCFF408GFZ
ENSG00000053770	1.62	ENCFF408GFZ
ENSG00000053900	2.48	ENCFF408GFZ
ENSG00000054116	3.98	ENCFF408GFZ
ENSG00000054118	6.35	ENCFF408GFZ
ENSG00000054148	2.71	ENCFF408GFZ
ENSG00000054267	3.24	ENCFF408GFZ
ENSG00000054277	1.07	ENCFF408GFZ
ENSG00000054282	3.07	ENCFF408GFZ
ENSG00000054523	3.81	ENCFF408GFZ
ENSG00000054598	0.51	ENCFF408GFZ
ENSG00000054611	0.66	ENCFF408GFZ
ENSG00000054654	19.77	ENCFF408GFZ
ENSG00000054690	0.55	ENCFF408GFZ
ENSG00000054793	5.09	ENCFF408GFZ
ENSG00000054965	1.1	ENCFF408GFZ
ENSG00000054983	1.45	ENCFF408GFZ
ENSG00000055044	4.26	ENCFF408GFZ
